Unnamed: 0,Number of components,Type of DES,Component#1,Smiles#1,T#1,Component#2,Smiles#2,T#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Reference (DOI)
200,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(=S)(N)N,449.15,0.33,0.67,233.15,
201,2,,,CC[NH2+]C.[Br-],433.15,,C(C(CO)O)O,290.95,0.33,0.67,267.15,
202,2,,,CC[NH2+]C.[Br-],433.15,,C(C(CO)O)O,290.95,0.29,0.71,263.15,
203,2,,,CC[NH2+]C.[Br-],433.15,,C(C(CO)O)O,290.95,0.6,0.4,268.15,
204,2,,,CC[NH2+]C.[Cl-],380.15,,C(=O)(C(F)(F)F)N,338.15,0.4,0.6,303.15,
205,2,,,CC[NH2+]C.[Cl-],380.15,,C(=O)(N)N,405.85,0.4,0.6,305.15,
206,2,,,C(#N)[S-].[K+],446.15,,CC(=O)N,352.15,0.33,0.67,333.4,
207,2,,,C(#N)[S-].[K+],446.15,,CC(=O)N,352.15,0.5,0.5,391.41,
208,2,,,C(#N)[S-].[K+],446.15,,CC(=O)N,352.15,0.67,0.33,415.142,
209,2,,,C(#N)[S-].[K+],446.15,,CC(=O)N,352.15,0.75,0.25,423.05,
210,2,,,C(#N)[S-].[K+],446.15,,C1CCC(=O)NCC1,342.35,0.25,0.75,274.027,
211,2,,,C(#N)[S-].[K+],446.15,,C1CCC(=O)NCC1,342.35,0.33,0.67,321.4,
212,2,,,C(#N)[S-].[K+],446.15,,C1CCC(=O)NCC1,342.35,0.5,0.5,425.78,
213,2,,,C(#N)[S-].[K+],446.15,,C1CCC(=O)NCC1,342.35,0.67,0.33,439.82,
214,2,,,C(#N)[S-].[K+],446.15,,C1CCC(=O)NCC1,342.35,0.75,0.25,444.2,
215,2,,,C(#N)[S-].[K+],446.15,,C(C(CO)O)O,290.95,0.4,0.6,282.6,
216,2,,,C[N+](C)(C)CC(CC(=O)O)O,449.15,,C(=O)(N)N,405.85,0.33,0.67,347.15,
217,2,,,CC[N+](C)(C)C.[Br-],517.15,,C(=O)(N)N,405.85,0.33,0.67,282.15,
218,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.11,0.89,203.86,
219,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.14,0.86,211.16,
220,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.25,0.75,241.36,
221,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.33,0.67,273.15,
222,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.5,0.5,336.79999999999995,
223,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.67,0.33,363.73,
224,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.71,0.29,350.19,
225,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(CO)O,260.25,0.11,0.89,269.37,
226,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(CO)O,260.25,0.2,0.8,223.8,
227,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(CO)O,260.25,0.4,0.6,322.42,
228,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(CO)O,260.25,0.5,0.5,352.08,
229,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.2,0.8,288.75,
230,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.25,0.75,267.65,
231,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.33,0.67,276.9,
232,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.33,0.67,327.85,
233,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.4,0.6,316.71,
234,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(C(CO)O)O,290.95,0.67,0.33,353.58,
235,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(COCCOCCO)O,265.95,0.17,0.83,252.15,
236,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(COCCOCCO)O,265.95,0.2,0.8,254.98,
237,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(COCCOCCO)O,265.95,0.25,0.75,265.15,
238,2,,,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],503.15,,C(=O)(C(F)(F)F)N,343.15,0.11,0.89,204.15,
239,2,,,CC(C)(C)NCCO.Cl,406.15,,C(CO)O,260.25,0.2,0.8,251.48,
240,2,,,CC(C)(C)NCCO.Cl,406.15,,C(CO)O,260.25,0.25,0.75,248.96,
241,2,,,CC(C)(C)NCCO.Cl,406.15,,C(C(CO)O)O,290.95,0.2,0.8,275.15,
242,2,,,CC(C)(C)NCCO.Cl,406.15,,C(C(CO)O)O,290.95,0.33,0.67,271.82,
243,2,,,C(#N)[S-].[NH4+],422.65,,CC(=O)N,352.15,0.4,0.6,297.0,
244,2,,,C(#N)[S-].[NH4+],422.65,,CC(=O)N,352.15,0.5,0.5,309.99,
245,2,,,C(#N)[S-].[NH4+],422.65,,CC(=O)N,352.15,0.75,0.25,375.78,
246,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.2,0.8,271.396,
247,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.25,0.75,263.0,
248,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.33,0.67,274.027,
249,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.4,0.6,277.536,
250,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.5,0.5,341.57,
251,2,,,C(#N)[S-].[NH4+],422.65,,C1CCC(=O)NCC1,342.35,0.75,0.25,409.99,
252,2,,,C(#N)[S-].[NH4+],422.65,,C(CO)O,260.25,0.25,0.75,225.7,
253,2,,,C(#N)[S-].[NH4+],422.65,,C(C(CO)O)O,290.95,0.2,0.8,213.6,
254,2,,,C(#N)[S-].[NH4+],422.65,,C(C(CO)O)O,290.95,0.33,0.67,221.8,
255,2,,,C(#N)[S-].[NH4+],422.65,,C(C(CO)O)O,290.95,0.4,0.6,234.5,
256,2,,,C(#N)[S-].[NH4+],422.65,,C(=O)(N)N,405.85,0.25,0.75,334.54999999999995,
257,2,,,C(#N)[S-].[NH4+],422.65,,C(=O)(N)N,405.85,0.33,0.67,303.85,
258,2,,,C(#N)[S-].[NH4+],422.65,,C(=O)(N)N,405.85,0.4,0.6,297.0,
259,2,,,C(#N)[S-].[NH4+],422.65,,C(=O)(N)N,405.85,0.6,0.4,361.75,
260,2,,,C(#N)[S-].[NH4+],422.65,,C(=O)(N)N,405.85,0.75,0.25,368.75,
261,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(C(CO)O)O,290.95,0.2,0.8,249.15,
262,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,CC(=O)CCC(=O)O,306.15,0.2,0.8,273.54999999999995,
263,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(C(=O)O)C(=O)O,405.15,0.5,0.5,255.35,
264,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(CO)N,283.15,0.14,0.86,273.58,
265,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(CO)N,283.15,0.17,0.83,257.6,
266,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(CO)N,283.15,0.2,0.8,255.45,
267,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(CO)N,283.15,0.25,0.75,265.15,
268,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,CCCCCCCCCCCCO,297.15,0.33,0.67,274.15,
269,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(=O)(C(=O)O)O,462.15,0.5,0.5,250.99,
270,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],376.15,,C(CO)N(CCO)CCO,294.75,0.25,0.75,197.15,
271,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC#N)C#N,331.15,0.05,0.95,307.15,
272,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC#N)C#N,331.15,0.09,0.91,287.15,
273,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC#N)C#N,331.15,0.11,0.89,277.15,
274,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC(C(=O)O)N)CN=C(N)N,517.15,0.11,0.89,299.31,
275,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC(C(=O)O)N)CN=C(N)N,517.15,0.14,0.86,298.22,
276,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(C(C(=O)O)N)C(=O)O,543.15,0.08,0.92,304.92999999999995,
277,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(C(C(=O)O)N)C(=O)O,543.15,0.1,0.9,298.23,
278,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CO)O,260.25,0.25,0.75,241.28,
279,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC(=O)O)C(C(=O)O)N,472.15,0.09,0.91,302.01,
280,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(CC(=O)O)C(C(=O)O)N,472.15,0.11,0.89,303.7,
281,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.2,0.8,314.5,
282,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.4,0.6,297.2,
283,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.6,0.4,298.5,
284,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.8,0.2,321.9,
285,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCCCCCCO,329.15,0.2,0.8,324.5,
286,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCCCCCCO,329.15,0.4,0.6,313.0,
287,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCCCCCCO,329.15,0.6,0.4,321.7,
288,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,CCCCCCCCCCCCCCCCCCO,329.15,0.8,0.2,331.29999999999995,
289,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(COCCOCCO)O,265.95,0.25,0.75,260.15,
290,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(COCCOCCO)O,265.95,0.5,0.5,287.23999999999995,
291,2,,,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],317.15,,C(=O)(N)N,405.85,0.8,0.2,300.29,
292,2,,,CCC[N+](CCC)(CCC)CCC.[Cl-],513.15,,CCCCCCCCCC(=O)O,304.75,0.1,0.9,304.79,
293,2,,,CCC[N+](CCC)(CCC)CCC.[Cl-],513.15,,CCCCCCCCCC(=O)O,304.75,0.2,0.8,304.17999999999995,
294,2,,,CCC[N+](CCC)(CCC)CCC.[Cl-],513.15,,CCCCCCCCCC(=O)O,304.75,0.25,0.75,297.15,
295,2,,,Cl[Zn]Cl,563.15,,C(CO)O,260.25,0.25,0.75,250.15,
296,2,,,Cl[Zn]Cl,563.15,,C(=O)(N)N,405.85,0.2,0.8,243.15,
297,2,,,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Zn+2],383.15,,C(=O)(N)N,405.85,0.67,0.33,282.15,
298,2,,,CCCCCCCCCC(=O)O,304.75,,CCCCCCCCCCCC(=O)O,317.15,0.4,0.6,304.61,
299,2,,,CCCCCCCCCC(=O)O,304.75,,CCCCCCCCCCCC(=O)O,317.15,0.5,0.5,299.06,
300,2,,,CCCCCCCCCC(=O)O,304.75,,CCCCCCCCCCCC(=O)O,317.15,0.6,0.4,296.31,
301,2,,,CCCCCCCCCC(=O)O,304.75,,CCCCCCCCCCCC(=O)O,317.15,0.8,0.2,298.15,
302,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.4,0.6,295.78,
303,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.45,0.55,291.47,
304,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.6,0.4,288.09,
305,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.7,0.3,293.17,
306,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.8,0.2,296.38,
307,2,,,CCCCCCCCCC(=O)O,304.75,,C1=CC=C(C=C1)CCC(=O)O,320.15,0.9,0.1,300.14,
308,2,,,C1=CC=C2C(=C1)C=CC(=O)O2,344.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.33,0.67,303.15,
309,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,348.15,0.25,0.75,292.15,
310,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.5,0.5,286.84,
311,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.1,0.9,301.76,
312,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.1,0.9,303.73999999999995,
313,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.2,0.8,300.65,
314,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.25,0.75,297.67999999999995,
315,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.3,0.7,294.42,
316,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.4,0.6,291.95,
317,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.5,0.5,286.2,
318,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.65,0.35,280.61,
319,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.7,0.3,284.35,
320,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.8,0.2,293.46,
321,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCC(=O)O,304.75,0.9,0.1,304.31,
322,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.1,0.9,284.76,
323,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.2,0.8,281.42,
324,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.3,0.7,277.54,
325,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.4,0.6,273.22,
326,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.5,0.5,268.65,
327,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.6,0.4,265.57,
328,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.7,0.3,285.87,
329,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCC(=O)O,289.85,0.8,0.2,295.81,
330,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.1,0.9,283.535,
331,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.2,0.8,278.68699999999995,
332,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.3,0.7,273.434,
333,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.6,0.4,275.455,
334,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.7,0.3,289.19,
335,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC(C1CCCCC1)C(=O)O,287.15,0.9,0.1,308.182,
336,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.1,0.9,315.27,
337,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.2,0.8,312.62,
338,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.3,0.7,308.19,
339,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.4,0.6,306.65,
340,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.5,0.5,301.12,
341,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.5,0.5,302.31,
342,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.6,0.4,296.17,
343,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.75,0.25,289.48999999999995,
344,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.8,0.2,296.83,
345,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCC(=O)O,317.15,0.9,0.1,306.17999999999995,
346,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.1,0.9,324.97,
347,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.2,0.8,322.84,
348,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.3,0.7,319.74,
349,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.4,0.6,317.1,
350,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.6,0.4,310.92999999999995,
351,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.7,0.3,303.76,
352,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CCCCCCCCCCCCCC(=O)O,325.15,0.9,0.1,306.35,
353,2,,,C1CC(NC1)C(=O)O,478.15,,C(CCO)CO,293.25,0.25,0.75,284.15,
354,2,,,C1CC(NC1)C(=O)O,478.15,,C(C(CO)O)O,290.95,0.25,0.75,242.15,
355,2,,,C1CC(NC1)C(=O)O,478.15,,C(C(=O)O)O,348.15,0.25,0.75,264.15,
356,2,,,C1CC(NC1)C(=O)O,478.15,,C(COCCO)O,262.7,0.25,0.75,224.15,
357,2,,,C1CC(NC1)C(=O)O,478.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.13,0.88,261.15,
358,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.2,0.8,308.29999999999995,
359,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.4,0.6,278.29999999999995,
360,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.7,0.3,272.4,
361,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.9,0.1,304.4,
362,2,,,CC1=CC(=C(C=C1)C(C)C)O,353.95,,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,348.15,0.67,0.33,305.15,
363,2,,,CC1=CC(=C(C=C1)C(C)C)O,354.95,,CCCCCCCCCCCC(=O)O,317.15,0.1,0.9,314.17,
364,2,,,CC1=CC(=C(C=C1)C(C)C)O,355.95,,CCCCCCCCCCCC(=O)O,317.15,0.2,0.8,311.51,
365,2,,,CC1=CC(=C(C=C1)C(C)C)O,356.95,,CCCCCCCCCCCC(=O)O,317.15,0.3,0.7,309.36,
366,2,,,CC1=CC(=C(C=C1)C(C)C)O,357.95,,CCCCCCCCCCCC(=O)O,317.15,0.4,0.6,304.76,
367,2,,,CC1=CC(=C(C=C1)C(C)C)O,358.95,,CCCCCCCCCCCC(=O)O,317.15,0.6,0.4,303.22,
368,2,,,CC1=CC(=C(C=C1)C(C)C)O,359.95,,CCCCCCCCCCCC(=O)O,317.15,0.7,0.3,306.96,
369,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.1,0.9,312.54999999999995,
370,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.2,0.8,276.23999999999995,
371,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.3,0.7,260.0,
372,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.5,0.5,279.62,
373,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.6,0.4,303.33,
374,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.8,0.2,313.77,
375,2,,,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],512.15,,C(=O)(C(=O)O)O,462.15,0.5,0.5,275.15,
376,2,,,C[N+](C)(C)CC(=O)[O-],514.15,,C(C(=O)O)O,348.15,0.33,0.67,237.15,
377,2,,,C[N+](C)(C)CC(=O)[O-],514.15,,C(C(=O)O)O,348.15,0.5,0.5,257.98999999999995,
378,2,,,C[N+](C)(C)CC(=O)[O-],514.15,,CC1=CC(=C(C=C1)C(C)C)O,359.95,0.1,0.9,310.9,
379,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC1CCC(C(C1)O)C(C)C,316.15,0.1,0.9,322.4,
380,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC1CCC(C(C1)O)C(C)C,316.15,0.3,0.7,315.7,
381,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC1CCC(C(C1)O)C(C)C,316.15,0.5,0.5,335.1,
382,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC1CCC(C(C1)O)C(C)C,316.15,0.7,0.3,418.5,
383,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC1CCC(C(C1)O)C(C)C,316.15,0.9,0.1,529.3,
384,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(C(C(CO)O)O)O,394.15,0.33,0.67,303.15,
385,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(C(C(CO)O)O)O,394.15,0.5,0.5,257.15,
386,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(CO)O,260.25,0.25,0.75,265.19,
387,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(CO)O,260.25,0.33,0.67,207.14,
388,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C1=COC(=C1)CO,244.15,0.25,0.75,237.4,
389,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(C(CO)O)O,290.95,0.33,0.67,240.5,
390,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,CC(=O)CCC(=O)O,306.15,0.25,0.75,262.0,
391,2,,,C[N+](C)(C)CCO.[Cl-],575.15,,C(C(=O)O)C(=O)O,405.15,0.5,0.5,283.15,
392,2,,,C[N+](C)(C)CCO.[Cl-],576.15,,C(=O)(C(=O)O)O,462.15,0.33,0.67,321.15,
393,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CCCCCCCCCC(=O)O,304.75,0.4,0.6,261.78,
394,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CCCCCCCCCCCC(=O)O,317.15,0.3,0.7,300.86,
395,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CCCCCCCCCCCC(=O)O,317.15,0.5,0.5,289.92999999999995,
396,2,,,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,323.15,,CCCCCCCCCCCC(=O)O,317.15,0.1,0.9,325.5,
397,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.3,0.7,281.29999999999995,
398,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.46,0.54,265.4,
399,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.65,0.35,263.9,
400,2,,,CC1CCC(C(C1)O)C(C)C,316.15,,CC1=CC(=C(C=C1)C(C)C)O,319.95,0.8,0.2,295.5,
401,2,1,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,tetraethylazanium;chloride,CC[N+](CC)(CC)CC.[Cl-],633.15,0.666667,0.333333,364.15,10.1039/B106357J
402,2,1,dichlorotin,[Cl-].[Sn+2].[Cl-],519.15,2-chloroethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCCl.[Cl-],498.15,0.666667,0.333333,343.15,10.1039/B106357J
