Unnamed: 0,Number of components,Type of DES,Component#1,Smiles#1,T#1,Component#2,Smiles#2,T#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Reference (DOI)
1608,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,urea,NC(N)=O,405.85,0.251,0.749,328.501,10.1039/B210714G
1609,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,urea,NC(N)=O,405.85,0.227,0.773,341.785,10.1039/B210714G
1610,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,urea,NC(N)=O,405.85,0.197,0.803,355.069,10.1039/B210714G
1611,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.741,0.259,332.107,10.1002/cphc.200500489
1612,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.659,0.341,319.237,10.1002/cphc.200500489
1613,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.492,0.508,303.237,10.1002/cphc.200500489
1614,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.396,0.604,300.454,10.1002/cphc.200500489
1615,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.33,0.67,318.541,10.1002/cphc.200500489
1616,2,3,ethanamine;hydrochloride,[Cl-].CC[NH3+],380.65,urea,NC(N)=O,405.85,0.249,0.751,342.193,10.1002/cphc.200500489
1617,2,3,benzyl-bis(2-hydroxyethyl)-methylazanium;chloride,C[N+](CCO)(CCO)Cc1ccccc1.[Cl-],334.15,urea,NC(N)=O,405.85,0.3333,0.6667,267.15,10.1016/j.molliq.2021.117021
1618,2,3,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],351.42,urea,NC(N)=O,405.85,0.67,0.33,238.15,10.1002/9783527818488
1619,2,3,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],351.42,urea,NC(N)=O,405.85,0.3333,0.6667,240.15,10.1016/j.molliq.2021.117021
1620,2,3,ethyl-(2-hydroxyethyl)-dimethylazanium;chloride,CC[N+](C)(C)CCO.[Cl-],394.44,urea,NC(N)=O,405.85,0.3333,0.6667,235.15,10.1016/j.molliq.2021.117021
1621,2,3,benzyl(trimethyl)azanium;chloride,C[N+](C)(C)Cc1ccccc1.[Cl-],516.15,urea,NC(N)=O,405.85,0.3333,0.6667,299.15,10.1016/j.molliq.2021.117021
1622,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,pentanoic acid,CCCCC(=O)O,238.65,0.3333,0.6667,237.84,10.1016/j.microc.2019.104384
1623,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,pentanoic acid,CCCCC(=O)O,238.65,0.25,0.75,238.19,10.1016/j.microc.2019.104384
1624,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,pentanoic acid,CCCCC(=O)O,238.65,0.2,0.8,238.26,10.1016/j.microc.2019.104384
1625,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.8,0.2,492.92,10.3390/app11041601
1626,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.7,0.3,417.92,10.3390/app11041601
1627,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.603,0.397,350.973,10.1021/acssuschemeng.0c08288
1628,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.6,0.4,365.59,10.3390/app11041601
1629,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.552,0.448,326.07,10.1021/acssuschemeng.0c08288
1630,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.503,0.497,299.611,10.1021/acssuschemeng.0c08288
1631,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.462,0.538,301.167,10.1021/acssuschemeng.0c08288
1632,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.385,0.615,315.175,10.1021/acssuschemeng.0c08288
1633,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.3,0.7,339.43,10.3390/app11041601
1634,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.294,0.706,332.296,10.1021/acssuschemeng.0c08288
1635,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.2,0.8,349.89,10.3390/app11041601
1636,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.182,0.818,341.634,10.1021/acssuschemeng.0c08288
1637,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.103,0.897,347.86,10.1021/acssuschemeng.0c08288
1638,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.896,0.104,540.15,10.1021/acssuschemeng.8b02042
1639,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.799,0.201,487.45,10.1021/acssuschemeng.8b02042
1640,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.699,0.301,439.22,10.1021/acssuschemeng.8b02042
1641,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.599,0.401,379.45,10.1021/acssuschemeng.8b02042
1642,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.498,0.502,320.62,10.1021/acssuschemeng.8b02042
1643,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.399,0.601,341.72,10.1021/acssuschemeng.8b02042
1644,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.293,0.707,359.82,10.1021/acssuschemeng.8b02042
1645,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.201,0.799,381.62,10.1021/acssuschemeng.8b02042
1646,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",OC1OC[C@@H](O)[C@H](O)[C@H]1O,423.0,0.102,0.898,405.78,10.1021/acssuschemeng.8b02042
1647,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,acetamide,CC(N)=O,354.06,0.2,0.8,206.15,10.1002/adfm.202011102
1648,2,4,potassium;thiocyanate,N#C[S-].[K+],446.15,acetamide,CC(N)=O,354.06,0.25,0.75,278.15,10.1039/C2RA22990K
1649,2,4,zinc;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2],418.15,acetamide,CC(N)=O,354.06,0.2,0.8,237.45,10.1002/adfm.202011102
1650,2,4,zinc;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2],418.15,acetamide,CC(N)=O,354.06,0.1667,0.8333,236.95,10.1002/adfm.202011102
1651,2,4,zinc;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2],418.15,acetamide,CC(N)=O,354.06,0.125,0.875,221.83,10.1002/adfm.202011102
1652,2,4,zinc;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2],418.15,acetamide,CC(N)=O,354.06,0.1,0.9,221.64,10.1002/adfm.202011102
1653,2,4,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,acetamide,CC(N)=O,354.06,0.2,0.8,257.15,10.1002/adfm.202011102
1654,2,4,potassium;thiocyanate,N#C[S-].[K+],446.15,azepan-2-one,O=C1CCCCCN1,342.45,0.25,0.75,273.15,10.1039/C2RA22990K
1655,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.852,0.148,473.15,10.1016/j.jiec.2021.03.011
1656,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.701,0.299,453.33,10.1016/j.jiec.2021.03.011
1657,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.602,0.398,413.691,10.1016/j.jiec.2021.03.011
1658,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.5,0.5,373.15,10.1016/j.jiec.2021.03.011
1659,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.4,0.6,332.609,10.1016/j.jiec.2021.03.011
1660,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.251,0.749,299.276,10.1016/j.jiec.2021.03.011
1661,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.201,0.799,295.673,10.1016/j.jiec.2021.03.011
1662,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.167,0.833,298.375,10.1016/j.jiec.2021.03.011
1663,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.119,0.881,301.979,10.1016/j.jiec.2021.03.011
1664,2,4,sodium;dodecanoate,CCCCCCCCCCCC(=O)[O-].[Na+],518.15,decanoic acid,CCCCCCCCCC(=O)O,304.8,0.068,0.932,304.682,10.1016/j.jiec.2021.03.011
1665,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,"ethane-1,2-diol",OCCO,260.6,0.3333,0.6667,250.721,10.1016/j.molliq.2020.114495
1666,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,"ethane-1,2-diol",OCCO,260.6,0.25,0.75,247.007,10.1016/j.molliq.2020.114495
1667,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,"ethane-1,2-diol",OCCO,260.6,0.2,0.8,249.864,10.1016/j.molliq.2020.114495
1668,2,4,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,"ethane-1,2-diol",OCCO,260.6,0.25,0.75,248.42,10.1021/ie500466g
1669,2,4,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,"ethane-1,2-diol",OCCO,260.6,0.2,0.8,242.02,10.1021/ie500466g
1670,2,4,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,"ethane-1,2-diol",OCCO,260.6,0.166667,0.833333,248.72,10.1021/ie500466g
1671,2,4,zinc;dichloride,[Cl-].[Cl-].[Zn+2],563.15,"ethane-1,2-diol",OCCO,260.6,0.142857,0.857143,256.45,10.1021/ie500466g
1672,2,4,potassium;thiocyanate,N#C[S-].[K+],446.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.4,0.6,282.6,10.1016/j.cej.2018.10.077
1673,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.778,0.222,421.799,10.1021/jp412552v
1674,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.693,0.307,373.453,10.1021/jp412552v
1675,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.64,0.36,323.597,10.1021/jp412552v
1676,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.612,0.388,294.892,10.1021/jp412552v
1677,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.598,0.402,281.295,10.1021/jp412552v
1678,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.593,0.407,273.741,10.1021/jp412552v
1679,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.579,0.421,263.165,10.1021/jp412552v
1680,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.572,0.428,249.568,10.1021/jp412552v
1681,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.56,0.44,240.504,10.1021/jp412552v
1682,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.547,0.453,231.439,10.1021/jp412552v
1683,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.542,0.458,220.863,10.1021/jp412552v
1684,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.53,0.47,211.799,10.1021/jp412552v
1685,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.521,0.479,201.223,10.1021/jp412552v
1686,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.505,0.495,189.137,10.1021/jp412552v
1687,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.491,0.509,183.094,10.1021/jp412552v
1688,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.472,0.528,172.518,10.1021/jp412552v
1689,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.46,0.54,163.453,10.1021/jp412552v
1690,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.435,0.565,145.324,10.1021/jp412552v
1691,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.426,0.574,161.942,10.1021/jp412552v
1692,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.416,0.584,171.007,10.1021/jp412552v
1693,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.407,0.593,184.604,10.1021/jp412552v
1694,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.398,0.602,193.669,10.1021/jp412552v
1695,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.386,0.614,204.245,10.1021/jp412552v
1696,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.37,0.63,214.82,10.1021/jp412552v
1697,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.351,0.649,222.374,10.1021/jp412552v
1698,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.328,0.672,232.95,10.1021/jp412552v
1699,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.307,0.693,243.525,10.1021/jp412552v
1700,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.277,0.723,252.59,10.1021/jp412552v
1701,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.244,0.756,264.676,10.1021/jp412552v
1702,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.137,0.863,284.317,10.1021/jp412552v
1703,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.072,0.928,294.892,10.1021/jp412552v
1704,2,4,lithium;nitrate,O=[N+]([O-])[O-].[Li+],528.15,N-methylacetamide,CNC(C)=O,301.15,0.036,0.964,297.914,10.1021/jp412552v
1705,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.585,0.415,423.309,10.1021/jp412552v
1706,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.386,0.614,373.453,10.1021/jp412552v
1707,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.26,0.74,322.086,10.1021/jp412552v
1708,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.221,0.779,296.403,10.1021/jp412552v
1709,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.202,0.798,281.295,10.1021/jp412552v
1710,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.184,0.816,263.165,10.1021/jp412552v
1711,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.177,0.823,251.079,10.1021/jp412552v
1712,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.167,0.833,243.525,10.1021/jp412552v
1713,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.158,0.842,225.396,10.1021/jp412552v
1714,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.119,0.881,263.165,10.1021/jp412552v
1715,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.095,0.905,273.741,10.1021/jp412552v
1716,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.072,0.928,282.806,10.1021/jp412552v
1717,2,4,lithium;hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],473.15,N-methylacetamide,CNC(C)=O,301.15,0.043,0.957,293.381,10.1021/jp412552v
1718,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.4,0.6,343.973,10.1149/1945-7111/ab68d3
1719,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.249,0.751,284.795,10.1149/1945-7111/ab68d3
1720,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.245,0.755,283.929,10.1039/C3CP53406E
1721,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.2,0.8,201.15,10.1039/C3CP53406E
1722,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.199,0.801,199.315,10.1149/1945-7111/ab68d3
1723,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.098,0.902,268.356,10.1149/1945-7111/ab68d3
1724,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.049,0.951,291.37,10.1149/1945-7111/ab68d3
1725,2,4,lithium;bis(trifluoromethylsulfonyl)azanide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],509.0,N-methylacetamide,CNC(C)=O,301.15,0.044,0.956,291.071,10.1039/C3CP53406E
1726,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.753,0.247,325.833,10.1016/j.gee.2019.03.002
1727,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.711,0.289,316.5,10.1016/j.gee.2019.03.002
1728,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.666,0.334,280.333,10.1016/j.gee.2019.03.002
1729,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.599,0.401,286.167,10.1016/j.gee.2019.03.002
1730,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.5,0.5,297.833,10.1016/j.gee.2019.03.002
1731,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.35,0.65,320.0,10.1016/j.gee.2019.03.002
1732,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.249,0.751,325.833,10.1016/j.gee.2019.03.002
1733,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.199,0.801,339.833,10.1016/j.gee.2019.03.002
1734,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.7528,0.2472,328.1614,10.1039/c4cp00057a
1735,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.7096,0.2904,317.1749,10.1039/c4cp00057a
1736,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.6664,0.3336,281.0762,10.1039/c4cp00057a
1737,2,4,chromium(3+);trichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],362.15,urea,NC(N)=O,405.85,0.6,0.4,287.3543,10.1039/c4cp00057a
